CATSFX,GENUS,SPECIES,SUBSPECIES,HYBRIDTYPE,AGE,SEX,DATE,COUNTRY,STATE,COUNTY,SPECLOC,COLLECTOR,CFIRSTNAME,COLLCATNUM,PREPARATOR,PFIRSTNAME,MASS,BODYCOND,REMARKS,DISPOS,AVAIL,SKINMEAS,EDWARDS,LATDEG,LATMIN,LONDEG,LONMIN
11241,Melospiza,melodia,maxima,,HY,U,02 Sep 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Pruett,Christin L,DDG1845,Gibson,Daniel D,42.1,Gonads not identified.,Coll CLP327.,1230,,WCH:83.0; TL:81.0; TS:28.2; BL:11.9; BLH:7.7; BLW:5.9; SKL:38.1,Z65c050,,,,
9305,Melospiza,melodia,maxima,,AHY,M,02 Sep 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Spellman,Garth M,CLP350,Pruett,Christin L,49.3,TE:L=3.1X1.4; FAT:None; SK:100% ossified; MOLT:Moderate body; STOM:Vegetation.,Singing bird.  HAB:Rocky coastline.,1230,,WCH:83.1; TL:83.2; TS:26.1; BL:12.3; BLH:7.4; BLW:7.6; SKL:30.9,Z65c050,,,,
8774,Melospiza,melodia,maxima,,HY,M,05 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1869,Pruett,Christin L,46.2,TE:L=1.6X1.1; FAT:Light; SK:5% ossified; MOLT:Moderate body; STOM:Seeds,HAB:Shoreline vegetation-beach interface,1230,,WCH:83.2; TL:80.9; TS:27.9; BL:11.7; BLH:8.0; BLW:7.2; SKL:38.2,Z65c050,,,,
15330,Melospiza,melodia,maxima,,AHY,M,14 May 2002,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Sonneborn,David W,KSW3953,Winker,Kevin S,45.9,TE:Identified--shot; FAT & MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:83.2; TL:81.7; TS:27.0; BL:12.6; BLH:7.4; BLW:6.3; SKL:37.3,Z65c050,,,,
15303,Melospiza,melodia,maxima,,U,F,07 Oct 2000,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Rocque,Deborah A,DAR111,Braile,Thomas M,46.3,OV:Broken; FAT:Light; SK:100% ossified; MOLT:Moderate body,Skin/skel/tiss2/stom/guts,1230,,WCH:83.3; TL:77.7; TS:27.0; BL:--; BLH:7.3; BLW:7.2; SKL:39.1,Z65c050,,,,
7651,Melospiza,melodia,maxima,,HY,M,13 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1845,Winker,Kevin S,43.2,TE:L=1.5X1; SK:Unossified; FAT:None; MOLT:Light body molt,HAB:Beachside grasses and annual vegetation; in company of 1844.,1230,,WCH:83.3; TL:78.9; TS:26.9; BL:11.7; BLH:7.3; BLW:6.0; SKL:38.5,Z65c050,,,,
11226,Melospiza,melodia,maxima,,HY,M,04 Sep 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Spellman,Garth M,CLP355,Braile,Thomas M,44.3,TE:identified; FAT:Light; SK:20% ossified; MOLT:Light head,Singing. Skin/skel/tiss2/guts/swab,1220,,WCH:83.3; TL:80.7; TS:28.0; BL:--; BLH:--; BLW:--; SK:--,Z65c050,,,,
15342,Melospiza,melodia,maxima,,AD,M,07 Oct 2000,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Rocque,Deborah A,DAR114,Topp,Carrie,45.3,LT=1.2X1; FAT:Light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:83.3; TL:83.2; TS:33.6; BL:12.2; BLH:7.3; BLW:6.2; SKL:36.7,Z65c050,,,,
9306,Melospiza,melodia,maxima,,HY,F,19 Aug 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Spellman,Garth M,CLP285,Spellman,Garth M,,OV:Oviduct seen; FAT:None; SK:Unossified; MOLT:None; STOM:Insects,,1230,,WCH:83.3; TL:83.6; TS:27.2; BL:11.4; BLH:7.2; BLW:5.2; SKL:38.4,Z65c050,,,,
8462,Melospiza,melodia,maxima,,AHY,M,04 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1776,Pruett,Christin L,43.7,TE:L=2.7X1.2; FAT:Light; MOLT:None; SK:100% ossified,Beach and beachside grasses,1230,,WCH:83.4; TL:79.4; TS:23.9; BL:10.3; BLH:8.0; BLW:6.3; SKL:37.3,Z65c050,,,,
8775,Melospiza,melodia,maxima,,HY,M,05 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1868,Pruett,Christin L,47.4,"TE:L=2.2X1.9; FAT:Light; SK:10% ossified; MOLT:Moderate body, left rect in sheath; STOM:Vegetation?",HAB:Shoreline vegetation-beach interface,1230,,WCH:83.4; TL:85.2; TS:29.3; BL:17.5; BLH:7.9; BLW:6.7; SKL:39.1,Z65c050,,,,
7224,Melospiza,melodia,maxima,,HY,M,05 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1783,Winker,Kevin S,42.3,FAT & MOLT: none; SROM:seeds & grit; SK:unoss.,"HAB:beachside. Skin sent to Bell Museum of Natural History, University of Minnesota as a gift; August 1999.",1230,,WCH:83.5; TL:80.8; TS:26.9; BL:11.8; BLH:7.1; BLW:6.1; SKL:38.6.,Z65c050,,,,
9302,Melospiza,melodia,maxima,,AHY,M,24 Aug 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Pruett,Christin L,CLP309,Spellman,Garth M,57.6,TE:2.6X1.9 (one found); FAT:Light; SK:100% ossified; MOLT:Heavy body and wing; STOM:Insects.,HAB:Rocky coastline.,1230,,WCH:83.8; TL:76.5; TS:26.8; BL:12.8; BLH:7.4; BLW:5.0; SKL:40.0,Z65c050,,,,
15378,Melospiza,melodia,maxima,,AHY,M,16 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Johnson,Andrew B,DAR177,Maley,James M,48.0,LT=12.6X8.3; FAT:Light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:83.9; TL:85.0; TS:26.7; BL:13.0; BLH:8.1; BLW:6.3; SKL:39.9,Z65c050,,,,
13058,Melospiza,melodia,maxima,,HY,F,24 Aug 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Spellman,Garth M,CLP321,Stalker,Corey L,41.3,OV:5.6X4.6; FAT:Light; SK:0% ossified; MOLT:None,Rocky coastline. Skin/skel/tiss2/stom/guts,1230,,WCH:83; TL:74.3; TS:21.6; BL:12.1; BLH:7.7; BLW:11.2; SKL:37.9,Z65c050,,,,
15356,Melospiza,melodia,maxima,,AHY,M,24 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Maley,James M,UAMX1661,Moncrief,Heather H.,44,LT=12X9; FAT:Very light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:83; TL:78; TS:28.0; BL:12.5; BLH:7.5; BLW:5.9; SKL:38.9,Z65c050,,,,
15331,Melospiza,melodia,maxima,,AHY,M,20 May 2002,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW3978,Winker,Kevin S,42.6,TE:L=11.4X7.8; FAT & MOLT:None; SK:Ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:84.0; TL:81.5; TS:27.5; BL:12.3; BLH:7.3; BLW:6.1; SKL:38.8,Z65c050,,,,
8308,Melospiza,melodia,maxima,,HY,M,04 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1775,Winker,Kevin S,45.2,"TE:<1; SK:ca. 95% unossified; STOM:Insects, grit; FAT:None; MOLT:None",HAB:Beach and beachside grasses,1230,,WCH:84.0; TL:82.3; TS:27.9; BL:11.5; BLH:7.5; BLW:6.0; SKL:37.7,Z65c050,,,,
15302,Melospiza,melodia,maxima,,AHY,M,05 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Rocque,Deborah A,DAR162,Braile,Thomas M,47,"TE:L=12.2X7.8, R=12.2X7.6; FAT:Light; SK:100% ossified; MOLT:None",Skin/skel/tiss2/stom/guts,1230,,WCH:84.2; TL:80.6; TS:26.8; BL:13.0; BLH:7.2; BLW:5.9; SKL:38.9,Z65c050,,,,
8611,Melospiza,melodia,maxima,,HY,M,11 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1834,Pruett,Christin L,45.2,TE:L=1.2X0.9; FAT:Light; SK:10% ossified; MOLT:Light body molt,,1230,,WCH:84.9; TL:82.2; TS:22.0; BL:13.4; BLH:7.8; BLW:6.1; SKL:38.1,Z65c050,,,,
7650,Melospiza,melodia,maxima,,HY,M,10 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1820,Winker,Kevin S,42.2,TE:c 1.5; MOLT:Very light body molt; FAT:None; SK:c 80% unossified; STOM:Insects and veg. material,HAB:Beachside,1230,,WCH:84.9; TL:85.2; TS:27.1; BL:11.2; BLH:7.1; BLW:5.7; SKL:37.8,Z65c050,,,,
15313,Melospiza,melodia,maxima,,AHY,M,24 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Sonneborn,David W,UAMX1670,Miller,Matthew J,47.4,TE:16X10; FAT:None; SK:100% (ossified); MOLT:None,Skin/skel/tiss2/stom/guts/swab,1230,,WCH:84; TL:75; TS:27.5; BL:14.4; BLH:8.4; BLW:6.7; SKL:39.4,Z65c050,,,,
13140,Melospiza,melodia,maxima,,U,M,07 Sep 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Pruett,Christin L,CLP361,Tortorella,Mike L,46.4,Gonads identified; FAT:Light; MOLT:Body,Rocky coastline. Skin/skel/tiss2/stom/guts.,1230,,WCH:84; TL:77.8; TS:31.7; BL:11.9; BLH:7.5; BLW:5.6; SKL:36.6,Z65c050,,,,
8102,Melospiza,melodia,maxima,,U,M,07 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1797,Richards,Amanda,38.0,TE:L=1.6X1.0,,1230,,WCH:84; TL:82.6; TS:32.9; BL:12.3; BLH:7.4; BLW:6.6; SKL:22.6,Z65c050,,,,
8092,Melospiza,melodia,maxima,,U,M,13 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1843,Richards,Amanda,42.7,TE:L=1.5X0.7,,1230,,WCH:84; TL:86.8; TS:28.4; BL:13.2; BLH:7.4; BLW:7.5; SKL:24.4,Z65c050,,,,
8106,Melospiza,melodia,maxima,,U,F,16 Sep 1996,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1927,Richards,Amanda,41.7,OV:4.5X2.0 granulated,singing,1230,,WCH:84; TL:87.0; TS:28.3; BL:16.0; BLH:7.6; BLW:6.9; SKL:38.8,Z65c050,,,,
15301,Melospiza,melodia,maxima,,HY,M,04 Oct 2000,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Rocque,Deborah A,DAR106,Braile,Thomas M,48.0,TE:each 3X1; FAT:Light,Skin/skel/tiss2/stom/guts,1230,,WCH:85.0; TL:80.2; TS:26.9; BL:12.1; BLH:6.7; BLW:5.4; SKL:31.9,Z65c050,,,,
15329,Melospiza,melodia,maxima,,AHY?,U,02 Oct 2000,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Rocque,Deborah A,DAR085,Winker,Kevin S,41.3,Gonads not identified (Horrifically shot!); AT & MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:85.5; TL:81.5; TS:27.9; BL:----,Z65c050,,,,
9304,Melospiza,melodia,maxima,,AHY,M,21 Aug 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Spellman,Garth M,CLP300,Spellman,Garth M,85.6,"TE:L=2.8X1.1, R=1.9X1.6; FAT:None; SK:100% ossified; MOLT:Heavy wing and body; STOM:Crustaceans.",,1230,,WCH:85.6; TL:82.3; TS:25.7; BL:13.9; BLH:7.2; BLW:5.9; SKL:39.0,Z65c050,,,,
7225,Melospiza,melodia,maxima,,HY,M,06 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1786,Winker,Kevin S,44.6,"FAT:none; MOLT:lt. body; TE:l=1x2.5; STOM:seeds, larvae.",HAB: Seaside vegetation (grasses & annuals).,1230,,WCH:85.6; TL:83.6; TS:25.2; BL:11.6; BLH:7.6; BLW:6.1; SKL:38.7,Z65c050,,,,
15352,Melospiza,melodia,maxima,,AHY,M,24 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Sonneborn,David W,UAMX1671,Johnson,Andrew B,46.2,"RT=15X9, cloacal protuberance; FAT:Light; SK:100% ossified; MOLT:None",Skin/skel/tiss2/stom/guts,1230,,WCH:85.8; TL:76.1; TS:28.4; BL:13.0; BLH:7.9; BLW:5.4; SKL:38.9,Z65c050,,,,
8098,Melospiza,melodia,maxima,,U,F,15 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1923,Richards,Amanda,44.3,OV:5.3X1.1 granular,singing,1230,,WCH:85; TL:83.0; TS:28.0; BL:15.2; BLH:7.0; BLW:8.0; SKL:37.3,Z65c050,,,,
8101,Melospiza,melodia,maxima,,U,F,05 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1873,Richards,Amanda,39.9,OV:,,1230,,WCH:86; TL:82.9; TS:27.2; BL:13.0; BLH:7.7; BLW:6.1; SKL:20.2,Z65c050,,,,
8463,Melospiza,melodia,maxima,,AHY,M,04 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Winker,Kevin S,KSW1774,Pruett,Christin L,39.0,TE:L=2.4X1.7; FAT:Light; SK:100% ossified; MOLT:None,Beach and beachside grass,1230,,WCH:87.3; TL:79.8; TS:24.3; BL:8.2; BLH:6.9; BLW:7.0; SKL:39.5,Z65c050,,,,
7228,Melospiza,melodia,maxima,,HY,M,04 Sep 1997,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Dickerman,Robert W,RWD24195,Dickerman,Robert W,40.5,SK:unoss; very light scattered molt; TE:1x2,Skin sent to Univ. New Mexico Mus. SW Biol.,1020,X,,Z65c050,,,,
8416,Melospiza,melodia,maxima,,IM,M,21 Aug 1998,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Thompson,Max C,MCT6626,Thompson,Max C,43.1,"FAT:None; MOLT:Light body; TE:identified, small","Tissues(2), cloacal swab.  PERMANENT LOAN TO SCK (April 1999, DDG).",1030,,,Z65c050,,,,
8417,Melospiza,melodia,maxima,,JUV,F,15 Aug 1998,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Dickerman,Robert W,RWD24851,Dickerman,Robert W,38.7,OV:small; MOLT:None,"Tissues(2), cloacal swab.",1030,,,Z65c050,,,,
8418,Melospiza,melodia,maxima,,IM,M,14 Aug 1998,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Dickerman,Robert W,RWD24849,Dickerman,Robert W,45.6,TE:1mm; MOLT:General body; FAT:Little; SK:Unossified,"Tissues(2), cloacal swab.",1030,,,Z65c050,,,,
8419,Melospiza,melodia,maxima,,IM,F,28 Aug 1998,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island",Thompson,Max C,MCT6637,Thompson,Max C,40.5,FAT:Light,"Tissues(2), cloacal swab.  PERMANENT LOAN TO SCK (April 1999, DDG).",1030,,,Z65c050,,,,
20672,Melospiza,melodia,maxima,,AHY,M,19 Sep 2004,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco bluffs",Sonneborn,David W,REW507,Lelevier,Michael J,41.4,LT=2.7X1.5; FAT:Light; SK:100% ossified; MOLT:None,Singing. Skin/p.skel/tiss2/stom/gut,1230,,WCH:86; TL:86; TS:28.6; BL:11.8; BLH:7.0; BLW:4.5; SKL:39.0,Z65c050,,,,
20673,Melospiza,melodia,maxima,,HY,M,19 Sep 2004,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco bluffs",Sonneborn,David W,REW508,Lelevier,Michael J,39.4,TE:2.4X1.8; FAT:Light; SK:0% ossified; MOLT:None,Skin/p.skel/tiss2/stom/gut,1230,,WCH:87; TL:100; TS:39.2; BL:12.3; BLH:6.9; BLW:6.2; SKL:39.2,Z65c050,,,,
10073,Melospiza,melodia,maxima,,AHY,M,26 Feb 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco Cove",Gibson,Daniel D,UAMX708,Frost,M,45.4,TE:L=3.7X2.0; FAT:Light; MOLT:None; SK:100% ossified; STOM:Heracleum seeds.,Coll no. DDG1697.  HAB:Intertidal zone.,1230,,WCH:76.7; TL:78.5; TS:28.3; BL:12.2; BLH:6.8; BLW:10.3; SKL:38.3,Z65c050,,,,
19345,Melospiza,melodia,maxima,,HY,M,17 Sep 2003,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco Cove",Sonneborn,David W,UAMX4051,Hajdukovich,Nicholas R,43,TE:1.3X1; FAT and MOLT:Light,Skin/skel/tiss2/stom/gut,1230,,WCH:80.5; TL:83.2; TS:29.1; BL:11.5; BLH:7.3; BLW:6.3; SKL:35,Z65c050,,,,
15363,Melospiza,melodia,maxima,,AHY,M,18 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco Cove",Rocque,Deborah A,DAR214,Pruett,Christin L,50,LT=13.5X9.2; FAT:Light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:83.0; TL:77.9; TS:29.7; BL:13.0; BLH:7.0; BLW:6.0; SKL:39.8,Z65c050,,,,
10072,Melospiza,melodia,maxima,,AHY,M,26 Feb 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco Cove",Gibson,Daniel D,UAMX737,Abromaitis,Grace,48.8,TE:R=2.0X1.9; FAT:Light-moderate; SK:100% ossified; MOLT:None; STOM:Intertidal invertebrates.,Coll no. DDG1698.,1230,,WCH:83.1; TL:77.6; TS:29.8; BL:tipped; BLH:7.5; BLW:5.6; SKL:36.9 [but bill tipped].,Z65c050,,,,
10071,Melospiza,melodia,maxima,,AHY,U,26 Feb 1999,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Casco Cove",Gibson,Daniel D,UAMX727,Hadrick,Nancy,48.6,"Gonads not identified!  FAT:Light; MOLT:None; STOM:Seeds, veg. matter.",Coll no. DDG1699.,1230,,WCH:86.5; TL:83.3; TS:31.0; BL:13.3; BLH:7.3; BLW:5.5; SKL:38.2,Z65c050,,,,
20517,Melospiza,melodia,maxima,,AHY,F,23 Sep 2003,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Gilbert Ridge",Sonneborn,David W,UAMX4080,Barger,Chris P,37.1,OV:Granular; FAT:Light; SK:100% ossified; MOLT:Heavy body,"""Singing;"" Skin/p.skel/tiss2/stom/gut",1230,,WCH:79; TL:77; TS:28.2; BL:11.2; BLH:6.9; BLW:6.4; SKL:37.5,Z65c050,,,,
19351,Melospiza,melodia,maxima,,HY,M,11 Sep 2003,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Gilbert Ridge",Sonneborn,David W,UAMX4027,DeCicco,Lucas H,43.5,LT=1.5X1.1; FAT:Very light; MOLT:Heavy,Skin/skel/tiss2/stom/gut,1230,,WCH:80.7; TL:82.8; TS:28.4; BL:12.1; BLH:7.2; BLW:5.9; SKL:39.0,Z65c050,,,,
20674,Melospiza,melodia,maxima,,AHY,M,15 Sep 2004,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Gilbert Ridge",Sonneborn,David W,REW699,Lelevier,Michael J,41.5,TE:3.1X0.8; FAT:Light; SK:100% ossified; MOLT:None,Singing. Skin/p.skel/tiss2/stom/gut,1230,,WCH:83; TL:87; TS:29.2; BL:11.2; BLH:7.3; BLW:5.1; SKL:36.5,Z65c050,,,,
19346,Melospiza,melodia,maxima,,HY,M,18 Sep 2003,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Gilbert Ridge",Sonneborn,David W,UAMX4062,Hajdukovich,Nicholas R,44.8,Gonads not described. FAT:--; MOLT:--,Skin/skel/tiss2/stom,1230,,WCH:84; TL:78; TS:30.8; BL:11.1; BLH:7.3; BLW:6.1; SKL:37.3,Z65c050,,,,
20521,Melospiza,melodia,maxima,,AHY,U,23 Sep 2003,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, Gilbert Ridge",Sonneborn,David W,UAMX4078,Pruett,Christin L,40,"Gonads, shot hard, not identified; FAT:Very light; SK:100% ossified; MOLT:Heavy body.",Singing bird. Skin/p.skel/tiss2/stom/gut,1230,,WCH:86.0; TL:79.0; TS:24.0; BL:11.9; BLH:6.6; BLW:6.2; SKL:37.7,Z65c050,,,,
20518,Melospiza,melodia,maxima,,AHY,M,17 Sep 2004,USA,Alaska,Aleutian Islands,"Near Islands, Attu Island, near Loaf Island",Sonneborn,David W,REW501,Lelevier,Michael J,40.3,LT=3.8X2.0; FAT:Light; SK:100% ossified; MOLT:None,Skin/p.skel/tiss2/stom/gut,1230,,WCH:83; TL:96; TS:28.7; BL:11.4; BLH:7.1; BLW:3.5; SKL:37.8,Z65c050,,,,
15320,Melospiza,melodia,maxima,,AHY,M,08 May 2001,USA,Alaska,Aleutian Islands,"Near Islands, Attu Islands",Rocque,Deborah A,DAR168,Braile,Thomas M,49,"TE:L=12.7X8.6, R=11.9X8.1; FAT:Light; SK:100%; MOLT:None",Skin/skel/tiss2/stom/guts,1230,,WCH:82.3; TL:79.8; TS:26.8; BL:13.6; BLH:7.3; BLW:5.8; SKL:40.0,Z65c050,,,,
11240,Melospiza,melodia,maxima,,AD,F,01 Jun 1998,USA,Alaska,Aleutian Islands,"Near Islands, Nizki Island",Gibson,Daniel D,DDG1657,Johnson,Andrew B,40.5,"OV:8.5X6.3,ova to 2.0; FAT:Light; MOLT:None; SK:Ossified",Incubation patch.  Skin/skel/tiss2/stom/guts.  Prep ABJ079.,1230,,WCH:76.7; TL:70.7; TS:26.4; BL:12.2; BLH:6.7; BLW:5.3; SKL:3-.4,Z65c050,,,,
9419,Melospiza,melodia,maxima,,AD,F,03 Jun 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Pruett,Christin L,CLP031,Pruett,Christin L,41.2,"OV:10.7X7.1, largest follicle 2.7; FAT:Trace; SK:100% ossified; MOLT:None; STOM:Invertebrates.",Mate of CLP032; incubation patch; HAB:Rocky beach.,1230,,WCH:75.5; TL:71.0; TS:24.4; BL:12.8; BLH:7.2; BLW:6.6; SKL:39.4,Z65c050,,,,
9859,Melospiza,melodia,maxima,,AHY,F,05 Jun 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Pruett,Christin L,CLP046,Pruett,Christin L,45.1,"OV:14X10.9, ova to 6.5; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects",Incubation patch. HAB:Rocky shoreline,1230,,WCH:76.5; TL:76.8; TS:24.9; BL:12.6; BLH:7.7; BLW:6.8; SKL:38.0,Z65c050,,,,
9420,Melospiza,melodia,maxima,,AD,F,05 Jun 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Pruett,Christin L,CLP045,Pruett,Christin L,42.2,"OV:7.2X4.6, largest follicle 2.2; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects",Incubation patch; HAB:Rocky shoreline.,1230,,WCH:77.8; TL:76.7; TS:25.0; BL:12.4; BLH:7.6; BLW:6.2; SKL:38.5,Z65c050,,,,
9866,Melospiza,melodia,maxima,,AHY,F,06 Jun 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Pruett,Christin L,CLP055,Pruett,Christin L,37.7,"OV:8.2X6.4, ova to 1.7; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects",Lower mandible shot off.  Incubation patch.  HAB:Rocky bluff.,1230,,WCH:78.3; TL:71.7; TS:25.9; BL:12.1; BLH:7.5; BLW:6.0; SKL:38.7,Z65c050,,,,
19048,Melospiza,melodia,maxima,,AD,M,22 May 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,DDG1727,McCracken,Kevin G,43.8,TE:13.1X9.0 and 13.7X9.9; FAT:Light; SK:Ossified; MOLT:None,5243N 17407E. Prep KGM22. Skin/skel/tiss2/stom,1230,,WCH:78; TL:83; TS:28.5; BL:12.0; BLH:7.2; BLW:5.7; SKL:38.3,Z65c050,,,,
14606,Melospiza,melodia,maxima,,AHY,F,15 May 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,DDG1712,Winker,Kevin S,,"OV:10X6.2, ova about 1, incubation patch",Skin/skel/tiss2/stom/guts,1230,,WCH:79.2; TL:73.8; TS:25.9; BL:11.9; BLH:6.8; BLW:5.2; SKL:38.1,Z65c050,,,,
13165,Melospiza,melodia,maxima,,AD,F,22 May 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,UAMX1559,DeCicco,Lucas H,50.5,"OV:Laying bird, ova enlarged, shot; SK:Ossified; MOLT:None",Skin/skel/tiss2/stom/guts. Washed. Coll DDG1726.,1230,,WCH:79; TL:76; TS:27.5; BL:12; BLH:7.2; BLW:--; SKL:38.6,Z65c050,,,,
10944,Melospiza,melodia,maxima,,AHY,M,14 May 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,CLP487,Pruett,Christin L,44.1,TE:L=12.5X7.7; FAT:Trace; SK:100% ossified; MOLT:None; STOM: Invertebrates.,Latlong 5243N 17407E.  Coll DDG1710.  Skin/skel/tiss2/stom.,1230,,WCH:80.0; TL:76.2; TS:27.1; BL:12.6; BLH:7.7; BLW:5.9; SKL:39.5,Z65c050,,,,
9860,Melospiza,melodia,maxima,,AHY,F,06 Jun 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Pruett,Christin L,CLP057,Pruett,Christin L,48.3,"OV:14.3X9.8, ova to 12.5; FAT:Light; SK:100% ossified; MOLT:None; STOM:invertebrates",Incubation patch; HAB:Rocky coastline,1230,,WCH:80.6; TL:78.1; TS:24.7; BL:12.8; BLH:7.8; BLW:6.6; SKL:39.0,Z65c050,,,,
13128,Melospiza,melodia,maxima,,AD,M,21 May 1999,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,DDG1724,Gibson,Daniel D,43.8,"TE:L=10X8.5, R=11X9.5; FAT:Light; MOLT:None; Cloacal protuberance",5243M 17407E. Skin/skel/tiss2/stom/guts. Local breeder.,1230,,WCH:80; TL:79.2; TS:27.2; BL:12.4; BLH:7.2; BLW:5.1; SKL:38.6,Z65c050,,,,
11243,Melospiza,melodia,maxima,,AHY,M,28 Feb 2000,USA,Alaska,Aleutian Islands,"Near Islands, Shemya Island",Gibson,Daniel D,DDG1758,Gibson,Daniel D,44.5,TE:L=3.0X2; FAT:Heavy; SK:Ossified; MOLT:None. Skin/skel/tiss2/ stom/guts.,Washed.,1230,,WCH:81.4; TL:80.9; TS:28.0; BL:11.0; BLH:7.4; BLW:5.7; SKL:37.3,Z65c050,,,,
